device,num
NUCLEUSCI512 COCHLEAR IMPLANT WITH CONTOUR ADVANCE ELECTRODE,17598
GNS II RESURF PAT 29MM,17599
SVCE REPL ASCOPE ACLV 2.7 X,17600
OT ULTRA2 METER,17601
530G INSULIN PUMP MMT-751NAS,17602
ASAHI SION 190CM,17603
PARADIGM REAL-TIME INSULIN INFUSION PUMP MMT-754LWWP,17604
DUROM ACETABULAR COMPONENT 60/54 CODE T,17605
FREESTYLE FREEDOM LITE,17606
640G INSULIN PUMP MMT-1712B,17607
FREESTYLE FREEDOM LITE,17608
PRECISION XTRA,17609
SURESCAN,17610
UNKNOWN ZIMMER STEM,17611
UNKNOWN ZIMMER CUP,17612
ACHIEVA 1.5T NOVA,17613
COAGUCHEK XS SYSTEM,17614
530G INSULIN PUMP MMT-751NAS,17615
COBAS E 411 IMMUNOASSAY ANALYZER,17616
COBAS E 411 IMMUNOASSAY ANALYZER,17617
TOSOH HLC-723G8 ANALYZER G8,17618
AIA-900,17619
BATTERY REAMER/DRILL,17620
LIFE-STAT,17621
AIA-900,17622
UNKNOWN HIP ACETABULAR LINERS,17623
MYNX,17624
INSTRUMENT TRACKER,17625
UNKNOWN HIP FEMORAL HEAD,17626
UNKNOWN HIP ACETABULAR LINERS,17627
CS300,17628
SOL SYS R 9IN CALC 2.25/16.5,17629
HIGH SPEED ELEC G1 HANDPIECE AIR COOLED,17630
COBAS 6000 C (501) MODULE,17631
TOSOH HLC-723G8 ANALYZER G8,17632
GUIDEZILLA,17633
UL LIBERTY CYCLER ASSEMBLY(NON-VALUATED),17634
DENALI SPINAL SYSTEM,17635
CENTRIFUGAL PUMP 5 '(CP5),17636
ZILVER PTX 35 DRUG-ELUTING STENT,17637
640G INSULIN PUMP MMT-1711K,17638
TOSOH HLC-723GA ANALYZER G8,17639
ADVANCE 35 LP LOW PROFILE BALLOON CATHETER,17640
RECON SAGITTAL SAW WITH KEY FOR TRS,17641
QUADRA ASSURA CRT-D QUAD RF HV,17642
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,17643
SYNVISC ONE,17644
LIBERTY CYCLER,17645
REMSTARPRO M SE,17646
CM DRIVE ACQUA IMPL TI 5.0X16,17647
CONSTELLATION VISION SYSTEM,17648
NI,17649
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,17650
"OCTRODE LEAD KIT, 60CM LENGTH",17651
LINX REFLUX MANAGEMENT SYSTEM,17652
THERMACARE LOWER BACK & HIP,17653
ENDO GIA ULTRA,17654
MP70 INTELLIVUE PATIENT MONITOR,17655
PROTACK,17656
T:SLIM INSULIN DELIVERY SYSTEM,17657
SIGNIA,17658
NI,17659
INTERLINK SYSTEM,17660
OMNIPOD INSULIN PUMP,17661
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,17662
ENDO ANCHOR SYSTEM - HELI-FX AAA,17663
CADD CADD -SOLIS VIP AMBULATORY INFUSION PUMP,17664
TENDRIL MRI,17665
HEARTSTART FR3,17666
LIGASURE ATLAS,17667
T:SLIM G5 SYSTEM,17668
LENSX LASER SYSTEM,17669
HEARTSTART MRX -EMS DEFIBRILLATOR,17670
TARGET HELICAL NANO 1.5MM X 4CM,17671
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,17672
UNKNOWN OXFORD TIBIAL COMPONENT,17673
UNIFY ASSURA CRT-D RF HV,17674
CADD-LEGACY PCA PUMP,17675
PRECISION XTRA,17676
PARADIGM REAL-TIME INSULIN INFUSION PUMP MMT-754WWB,17677
640G INSULIN PUMP MMT-1711K,17678
640G INSULIN PUMP MMT-1712K,17679
BD Q-SYTE LUER ACCESS SPLIT-SEPTUM STAND-ALONE DEVICE,17680
"LIBERTY CYCLER SET, SINGLE CONN./EXT. DL",17681
T:SLIM G4 SYSTEM,17682
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,17683
TOSOH HLC-723GA ANALYZER G8,17684
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,17685
LOCK-CAP F/URS,17686
TOSOH HLC-723G8 ANALYZER G8,17687
LOCK-CAP F/URS,17688
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,17689
BD INSYTE AUTOGUARD SHIELDED IV CATHETER,17690
"SAGITTAL SAW ATTACHMENT, LONG, FOR TRS",17691
NEUROFORM ATLAS STENT SYSTEM 3.0 X 15MM WITHOUT TIP,17692
ABSORB BIORESORBABLE VASCULAR SCAFFOLD SYSTEM,17693
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,17694
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,17695
ACTIVA,17696
ACTIVA,17697
INTRALASE,17698
URS 5 L30,17699
MENTOR SMOOTH ROUND MODERATE PLUS PROFILE,17700
MENTOR SMOOTH ROUND MODERATE PLUS PROFILE,17701
T:SLIM X2 INSULIN PUMP,17702
"OPTISURE ACTIVE FIXATION, DF-4 CONNECTOR",17703
ENDOWRIST,17704
RESERVOIR 3ML MMT-332A,17705
INOMAX DSIR (DELIVERY SYSTEM),17706
SELECTSECURE,17707
SYSTEM 98 XT,17708
TURON SHOULDER,17709
KANGAROO,17710
QUADRA ASSURA MP ICD,17711
AXIOM REG IMPLANT,17712
AXIOM REG IMPLANT,17713
INTRALASE,17714
LIFEPAK 15 DEFIBRILLATOR/MONITOR,17715
640G INSULIN PUMP MMT-1712K,17716
"AGILIS NXT STEERABLE INTRODUCER DUAL-REACH 61 CM SHEATH, SMALL CURL, 8.5F",17717
CONFIRM,17718
AXIOM REG IMPLANT,17719
AXIOM REG IMPLANT,17720
AXIOM REG IMPLANT,17721
AXIOM REG IMPLANT,17722
MENTOR CPX 4 BREAST TISSUE EXPANDER WITH SUTURE TABS,17723
AXIOM REG IMPLANT,17724
LIFEVEST WCD 4000 SYSTEM,17725
LIFEVEST WCD 4000 SYSTEM,17726
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,17727
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,17728
"DURASEAL, UNKNOWN",17729
LIFEVEST WCD 4000 SYSTEM,17730
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,17731
CURLIN IV ADMINISTRATION SET,17732
ACTIVA,17733
PUMP MMT-1780K 670G 3ML BLACK,17734
UNKNOWN SHOULDER GLENOSPHERE,17735
10.5CM ANGLE ATTACHMENT,17736
CADD CADD-LEGACY 1 PUMP,17737
SYNCHROMED II,17738
530G INSULIN PUMP MMT-751NAL,17739
T:SLIM G5 SYSTEM,17740
XMAX MOTOR,17741
RSP SHOULDER,17742
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,17743
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,17744
BD VACUTAINER PLASTIC PPT MOLECULAR DIAGNOSTICS TUBE,17745
"MERSILENE SUTURE 12""""(30CM) 5-0 WHT",17746
640G INSULIN PUMP MMT-1712W,17747
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,17748
"LIBERTY PDX, INTEGRATED SET",17749
T:SLIM INSULIN DELIVERY SYSTEM,17750
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,17751
ARCTIC SUN 5000,17752
UNKNOWN ADM POLY INSERT,17753
BD VACUTAINER PLUS PLASTIC SST TUBE WITH GOLD BD HEMOGARD CLOSURE,17754
VERIFY,17755
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,17756
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,17757
INFUSOR,17758
SYNCHROMED II,17759
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,17760
QUADRA ASSURA (DDQP+),17761
G8,17762
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,17763
T:SLIM G4 SYSTEM,17764
HEMOLOK ML CLIPS 6/CART 84/BOX,17765
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,17766
HEAR ATE II LVAS,17767
GALILEO ECHO,17768
BD NEXIVA DIFFUSICS CLOSED IV CATHETER SYSTEM,17769
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,17770
HEAR ATE 3 LEFT VENTRICULAR ASSIST DEVICE,17771
EVOLUT R TRANSCATHETER AORTIC VALVE,17772
TANDEM T:SLIM INSULIN DELIVERY SYSTEM,17773
SYNCHROMED II,17774
DEXCOM G4 PLATINUM CONTINUOUS GLUCOSE MONITORING SYSTEM,17775
KANGAROO,17776
"EON MINI IPG, 16-CHANNEL RECHARGEABLE",17777
OXF UNI TIB TRAY SZ D RM PMA,17778
T:SLIM G5 SYSTEM,17779
KANGAROO,17780
ENDOVIVE JEJUNAL FEEDING TUBE,17781
640G INSULIN PUMP MMT-1712K,17782
"PENTA 3MM LEAD, 60 CM",17783
"DURASEAL, UNKNOWN",17784
MPS DELIVERY SET,17785
DEXCOM G4 PLATINUM CONTINUOUS GLUCOSE MONITORING SYSTEM,17786
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,17787
BD ULTRA FINE SHORT INSULIN PEN NEEDLE,17788
ENDO GIA,17789
"OCTRODE LEAD KIT, 60CM LENGTH",17790
EVOLUT R TRANSCATHETER AORTIC VALVE,17791
OPTISENSE LEAD,17792
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,17793
SOFPORT AO INTRAOCULAR LENS,17794
TENDRIL STS,17795
CADD -LEGACY 1 PUMP,17796
ANIMAS VIBE SYSTEM,17797
SURGIWAND II,17798
SIGNIA,17799
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,17800
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,17801
640G INSULIN PUMP MMT-1711B,17802
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,17803
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,17804
RESERVOIR 3ML MMT-332A,17805
"UNIFY QUADRA CRT-D, US MODEL, DF4COMP",17806
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,17807
630G INSULIN PUMP MMT-1715K 630G BLACK MG,17808
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,17809
GORE VIABAHN VBX BALLOON EXPANDABLE ENDOPROSTHESIS,17810
FAST-FIX 360 CURVED NDL DELIVERY SYS,17811
"SUTUREFIX ULTRA AHR S, W/2 UB STR #1, BL",17812
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,17813
"FORTIFY ASSURA VR ICD, US",17814
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,17815
EZ STEER BI-DIRECTIONAL ELECTROPHYSIOLOGY CATHETER,17816
LIFEPAK CR PLUS DEFIBRILLATOR,17817
530G INSULIN PUMP MMT-551LNAP,17818
TENDRIL STS,17819
PARADIGM REAL-TIME REVEL INSULIN INFUSION PUMP,17820
ISOFLEX OPTIM LEAD,17821
CONFORMABLE GORE TAG THORACIC ENDOPROSTHESIS,17822
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,17823
IMPLANTABLE COLLAMER LENS (ICL),17824
IMPLANTABLE COLLAMER LENS (ICL),17825
MENTOR SMOOTH ROUND MODERATE PROFILE,17826
PERCLOSE PROGLIDE 6F SUTURE MEDIATED CLOSURE (SMC) SYSTEM,17827
VASOVIEW HEMOPRO 2,17828
640G INSULIN PUMP MMT-1711K,17829
UPHOLD LITE,17830
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,17831
PULSE GEN MODEL 103,17832
640G INSULIN PUMP MMT-1711K,17833
ASSURITY MRI,17834
ASSURITY MRI,17835
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,17836
GUNTHER TULIP JUGULAR VENA CAVA FILTER SET,17837
A1A-2000,17838
AIA-360,17839
AIA-360,17840
MENTOR SMOOTH ROUND MODERATE PROFILE,17841
OT VERIO2 METER,17842
OT ULTRA2 METER,17843
OT VERIO IQ METER,17844
OT ULTRA2 METER,17845
PRECISION XTRA,17846
"BIOLOX DELTA, CERAMIC FEMORAL HEAD, M, 36/0, TAPER 12/14",17847
FREESTYLE PRECISION NEO,17848
CENTRIFUGAL PUMP SYSTEM WITH TUBING CLAMP,17849
FREESTYLE FREEDOM LITE,17850
UNKNOWN OXFORD FEMORAL COMPONENT,17851
FREESTYLE LITE,17852
PARADIGM REAL-TIME REVEL INSULIN INFUSION PUMP MMT-723LNAH,17853
MIDAS REX LEGEND ATTACHMENT,17854
FREESTYLE LITE,17855
LOCK-CAP F/URS,17856
FREESTYLE FREEDOM LITE,17857
CAPIOX FX OXYGENATOR,17858
530G INSULIN PUMP MMT-551NAL,17859
"ROCKER-SWITCH SMOKE EVAC PENCIL, COATED",17860
NH3L AMMONIA,17861
ELECSYS FT4 II ASSAY,17862
PUMP MMT-1715KM 630G 3ML BLACK MEDI,17863
HEARTWARE VENTRICULAR ASSIST SYSTEM - PUMP,17864
PARADIGM REAL-TIME REVEL INSULIN INFUSION PUMP MMT-523RNAS,17865
"90CM TRIAL LEAD KIT, SLIM TIP",17866
CONSTELLATION VISION SYSTEM,17867
ANIMAS VIBE SYSTEM,17868
ARTICULEZE M HEAD 36MM +5,17869
HERNIA MESH,17870
CENTRAL VENOUS CATHETER KIT 1.9 FR,17871
TRILOGY 100,17872
TRILOGY 100,17873
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,17874
SOLETRA,17875
PALINDROME,17876
ETHICON MESH UNKNOWN,17877
INGENIA 1.5T,17878
TRIPLE EXTENSION SET WITH BACK CHECK VALVES,17879
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,17880
CADD PUMP,17881
CADD MS3,17882
LTV 1200,17883
LIBERTY SELECT CYCLER ASSY(NON-VALUATED),17884
BATTERY OSCILLATOR II FOR BPL II,17885
SURESCAN,17886
CS300,17887
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,17888
5.5 EXP VERSE UNITIZED SET SCR,17889
AVANCE,17890
ACTIVA,17891
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,17892
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,17893
530G INSULIN PUMP MMT-751NAL,17894
"IOL, UNSPECIFIED",17895
"IOL, UNSPECIFIED",17896
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,17897
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,17898
ENDO GIA,17899
ACCU-CHEK SPIRIT COMBO,17900
DISOPA SOLUTION,17901
INFUSOMAT SPACE,17902
TOSOH HLC-723G8 ANALYZER G8,17903
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,17904
"2008T HEMODIALYSIS SYS., WITH CDX",17905
AIA-900,17906
"OCTRODE LEAD KIT, 60CM LENGTH",17907
ADVANCED PERFUSION SYSTEM 1,17908
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,17909
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,17910
MOBI-C IMPLANT 15X17 H5 US,17911
QUADRA ASSURA MP ICD,17912
T:SLIM G4 SYSTEM,17913
JRNY BCS PAT RESRF RD 35 MM STD,17914
GMK-PRIMARY TIBIAL INSERT PS FIXED SIZE 4/10MM,17915
KANGAROO,17916
DUODERM/GRANUFLEX/DUOACTIVE - MOISTURE RETENTIVE DUODERM CGF DRESSING,17917
LIFEVEST WCD 4000 SYSTEM,17918
T:SLIM G5 SYSTEM,17919
HEAR ATE 3 LEFT VENTRICULAR ASSIST SYSTEM,17920
QUICKSET ACE GRATER HEAD 44MM,17921
INTERSTIM II,17922
DUODERM/GRANUFLEX/DUOACTIVE - MOISTURE RETENTIVE DUODERM CGF DRESSING,17923
HEAR ATE II LVAS,17924
R SERIES DEFIBRILLATOR,17925
TRIMA ACCEL,17926
HEARTWARE VENTRICULAR ASSIST SYSTEM-CONTROLLER 2.0,17927
T:SLIM G5 SYSTEM,17928
XIENCE PRIME LL EVEROLIMUS ELUTING CORONARY STENT SYSTEM,17929
HEARTSINE SAMARITAN 360P AND PAD-PAK,17930
CARPENTIER-EDWARDS PERIMOUNT MAGNA PERICARDIAL BIOPROSTHESIS,17931
RELIANCE 444 WASHER,17932
INSPIRA TEXTURED SILICONE GEL FILLED BREAST IMPLANT,17933
NI,17934
PERCLOSE PROGLIDE 6F SUTURE MEDIATED CLOSURE (SMC) SYSTEM,17935
RUBY COIL,17936
CARPENTIER-EDWARDS PERIMOUNT PLUS PERICARDIAL BIOPROSTHESIS,17937
ATTUNE FB TIBIAL IMPACTOR,17938
640G INSULIN PUMP MMT-1712K,17939
CARPENTIER-EDWARDS PERIMOUNT RSR PERICARDIAL BIOPROSTHESIS,17940
ARCHITECT ANTI-HCV,17941
TOSOH HLC-723G8 ANALYZER G8,17942
CARPENTIER-EDWARDS PERIMOUNT RSR PERICARDIAL BIOPROSTHESIS,17943
"OCTRODE LEAD KIT, 60CM LENGTH",17944
E-POLY 44MM +3 MROM LNR SZ26,17945
SURESCAN,17946
ADVANCED PERFUSION SYSTEM 1,17947
OMNIPOD INSULIN PUMP,17948
PUMP MMT-1780KPK 670G PATHWAY BLACK MG,17949
ARCTIC SUN 5000,17950
PUMP MMT-1780KPK 670G PATHWAY BLACK MG,17951
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,17952
FUSION NAVIGATION SYSTEM,17953
AIA-2000,17954
UNKNOWN LINER,17955
CARPENTIER-EDWARDS PERIMOUNT THEON PERICARDIAL BIOPROSTHESIS,17956
PENTAX,17957
5.5 EXP VERSE UNITIZED SET SCR,17958
T:SLIM INSULIN DELIVERY SYSTEM,17959
CM DRIVE IMPLANT 4.3X11.5,17960
TI TITAMAX EX IMPLANT (4.1)3.75X15,17961
CM ALVIM IMPLANT 3.5X10,17962
CM DRIVE IMPLANT 4.3X10,17963
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,17964
VAPR TRIPOLAR 90 SUCTION ELECTRODE,17965
"HUDSON NEBULIZER ADAPTOR 033,STERILE,JAPANESE",17966
QUADRA ASSURA MP ICD,17967
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,17968
CER BIOLOXD OPTION HD 40MM,17969
E SERIES DEFIBRILLATOR,17970
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,17971
AESPIRE 7900,17972
OSCILL-SAW,17973
TRIDENT HEMISPHERICAL MULTI,17974
UNKNOWN VALVE/SHUNT,17975
ANIMAS VIBE,17976
SYNCHROMED II,17977
SIG HP FBT CEM KL PNCH SZ1.5-3,17978
"CLOSED SUCTION SYSTEM FOR ADULTS, 14 F, DOUBLE SWIVEL ELBOW",17979
PS-CPS FEMORAL PROVISIONAL RIGHT SIZE 5,17980
"CLOSED SUCTION SYSTEM FOR ADULTS, 14 F, DOUBLE SWIVEL ELBOW",17981
640G INSULIN PUMP MMT-1712K,17982
AIA-2000,17983
J-PLASMA,17984
UNKNOWN_JOINT REPLACEMENT_PRODUCT,17985
NUCLISENS MAGNETIC SILICA,17986
RIATA PASSIVE FIXATION,17987
INTERSTIM II,17988
ITOTAL G2,17989
T:SLIM G5 SYSTEM,17990
VENTRIO MESH,17991
MENTOR SMOOTH ROUND HIGH PROFILE,17992
PERMANENT SLED,17993
ARCTIC FRONT ADVANCE CARDIAC CRYOABLATION CATHETER,17994
RESTORE ULTRA,17995
QUICKSET ACE GRATER HEAD 44MM,17996
T:SLIM G5 SYSTEM,17997
X3 TRIATHLON CS INSERT #2 9MM,17998
T:SLIM G4 SYSTEM,17999
T:SLIM G5 SYSTEM,18000
AIA-2000,18001
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,18002
T:SLIM G5 SYSTEM,18003
PERSONA TIBIAL ARTICULAR SURFACE PROVISIONAL,18004
AIA-2000,18005
3DMAX,18006
T:SLIM G5 SYSTEM,18007
VENTRIO MESH,18008
RSP SHOULDER,18009
PROCLAIM 7 ELITE,18010
TANDEM T:SLIM INSULIN DELIVERY SYSTEM,18011
"FORTIFY ASSURA DR ICD, US",18012
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,18013
TRABECULAR METAL SHELL POROUS WITH MULTI HOLES 70 MM,18014
SYNCHROMED II,18015
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,18016
G7,18017
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,18018
TOSOH HLC-723G8 ANALYZER G8,18019
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,18020
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,18021
R SERIES DEFIBRILLATOR,18022
R SERIES DEFIBRILLATOR,18023
ENDO GIA,18024
PRECISION SPECTRA,18025
PRECISION SPECTRA,18026
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,18027
DEXCOM G4 PLATINUM CONTINUOUS GLUCOSE MONITORING SYSTEM,18028
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,18029
PUMP MMT-1780KPK 670G PATHWAY BLACK MG,18030
SURESCAN,18031
CM DRIVE ACQUA IMPLANT 4.3X11.5,18032
PENUMBRA SMART COIL,18033
AIA-360,18034
INSIGNIA,18035
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,18036
IMPLANTABLE COLLAMER LENS (ICL),18037
IMPLANTABLE COLLAMER LENS (ICL),18038
QUADRA ASSURA MP ICD,18039
OMNIPOD INSULIN PUMP,18040
630G INSULIN PUMP MMT-1715K 630G BLACK MG,18041
"BIORAPTOR, KNOTLESS SUTURE ANCHOR",18042
530G INSULIN PUMP MMT-751NAB,18043
TOSOH HLC-723G8 ANALYZER G8,18044
"FORTIFY ASSURA VR ICD, US",18045
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,18046
OMNIPOD INSULIN PUMP,18047
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,18048
UNKNOWN SALINE IMPLANTS,18049
MENTOR MEMORYGEL BREAST IMPLANT,18050
SITE-RITE 8 ULTRASOUND,18051
ICEFORCE 2.1 CX 90 CRYOABLATION NEEDLE,18052
"CURRENT ACCEL DR, 36J",18053
DEXCOM G4 PLATINUM CONTINUOUS GLUCOSE MONITORING SYSTEM,18054
640G INSULIN PUMP MMT-1712B,18055
630G INSULIN PUMP MMT-1715K 630G BLACK MG,18056
640G INSULIN PUMP MMT-1711B,18057
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,18058
PERCLOSE PROGLIDE 6F SUTURE MEDIATED CLOSURE (SMC) SYSTEM,18059
DEXCOM G4 PLATINUM CONTINUOUS GLUCOSE MONITORING SYSTEM,18060
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,18061
PARADIGM REAL-TIME REVEL INSULIN INFUSION PUMP MMT-723NAH,18062
630G INSULIN PUMP MMT-1715K 630G BLACK MG,18063
PARADIGM REAL-TIME REVEL INSULIN INFUSION PUMP MMT-523RNAS,18064
PUMP MMT-1780KPK 670G PATHWAY BLACK MG,18065
530G INSULIN PUMP MMT-751NAP,18066
RESERVOIR 3ML MMT-332A,18067
AMPLATZER MUSCULAR VSD OCCLUDER,18068
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,18069
PROCLAIM 7 ELITE,18070
640G INSULIN PUMP MMT-1712P 640G 3ML PURPLE MG,18071
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,18072
BIA400 IMPLANT 4MM W ABU ENT 10MM,18073
NUCLEUS CI24RE (CA) COCHLEAR IMPLANT WITH CONTOUR ADVANCE ELECTRODE,18074
HEAR ATE II LVAS,18075
ANIMAS VIBE,18076
ANIMAS VIBE,18077
ANIMAS INSULIN CARTRIDGE,18078
ANIMAS VIBE,18079
ANIMAS VIBE,18080
ANIMAS VIBE,18081
ANIMAS VIBE,18082
ANIMAS VIBE,18083
ANIMAS INSULIN CARTRIDGE,18084
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,18085
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,18086
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,18087
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,18088
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,18089
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,18090
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,18091
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,18092
AIA-2000,18093
NUCLEUS CI512 COCHLEAR IMPLANT WITH CONTOUR ADVANCE ELECTRODE,18094
PARIETEX MESH,18095
TOSOH HLC-723G8 ANALYZER G8,18096
NUCLEUS CI512 COCHLEAR IMPLANT WITH CONTOUR ADVANCE ELECTRODE,18097
ESSURE,18098
PARADIGM REAL-TIME REVEL INSULIN INFUSION PUMP MMT-523RNAS,18099
640G INSULIN PUMP MMT-1712K,18100
OMNIPOD INSULIN PUMP,18101
OMNIPOD INSULIN PUMP,18102
OMNIPOD INSULIN PUMP,18103
640G INSULIN PUMP MMT-1711K,18104
OT VERIO2 METER,18105
OT ULTRA2 METER,18106
OT VERIO2 METER,18107
OMNIPOD INSULIN PUMP,18108
630G INSULIN PUMP MMT-1715K 630G BLACK MG,18109
UNKNOWN AGC KNEE,18110
PUMP MMT-1780KPK 670G PATHWAY BLACK MG,18111
ALENTI,18112
530G INSULIN PUMP MMT-551NAS,18113
INTERNAL HEX IMPLANT,18114
INTERNAL HEX IMPLANT,18115
INTERNAL HEX IMPLANT,18116
INTERNAL HEX IMPLANT,18117
INTERNAL HEX IMPLANT,18118
G8,18119
UNKNOWN OXFORD FEMORAL COMPONENT,18120
EMAX 2 PLUS MOTOR,18121
COMPACT AIR DRIVE II,18122
BATTERY OSCILLATOR,18123
"PENTA 3MM LEAD, 60 CM",18124
640G INSULIN PUMP MMT-1712P 640G 3ML PURPLE MG,18125
AIA-2000,18126
ANIMAS VIBE,18127
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,18128
PROCLAIM 7 ELITE,18129
TRI-LOCK BPS BROACH SZ 0,18130
2008K HEMODIALYSIS MACHINE,18131
STYLE 68 SALINE FILLED BREAST IMPLANT,18132
SPEEDBAND SUPERVIEW SUPER 7,18133
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,18134
SURESCAN,18135
UNKNOWN OXFORD FEMORAL COMPONENT,18136
MESH - COMPOSIX KUGEL,18137
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,18138
TIBIAL INSERT FIXED SPHERE FLEX SIZE3/10 MM R,18139
640G INSULIN PUMP MMT-1711K,18140
ULTRA ICE PLUS,18141
